"state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","FIPS"
"PR","Manatí Municipio","39492","0","44113","0","45409","0","72091"
"PR","Maricao Municipio","4755","0","6276","0","6449","0","72093"
"PR","Maunabo Municipio","10589","0","12225","0","12741","0","72095"
"PR","Mayagüez Municipio","73077","501","89080","670","98434","679","72097"
"PR","Moca Municipio","37460","0","40109","0","39697","0","72099"
"PR","Morovis Municipio","28727","0","32610","0","29965","0","72101"
"PR","Naguabo Municipio","23386","0","26720","0","23753","324","72103"
"PR","Naranjito Municipio","29241","0","30402","0","29709","0","72105"
"PR","Orocovis Municipio","21434","0","23423","26","23844","0","72107"
"PR","Patillas Municipio","15985","0","19277","0","20152","0","72109"
"PR","Peñuelas Municipio","20399","0","24282","0","26719","0","72111"
"PR","Ponce Municipio","137491","2920","166327","3426","186475","3733","72113"
"PR","Quebradillas Municipio","23638","0","25919","0","25450","0","72115"
"PR","Rincón Municipio","15187","0","15200","0","14767","0","72117"
"PR","Río Grande Municipio","47060","339","54304","787","52362","389","72119"
"PR","Sabana Grande Municipio","22729","0","25265","0","25935","0","72121"
"PR","Salinas Municipio","25789","240","31078","0","31113","0","72123"
"PR","San Germán Municipio","31879","0","35527","0","37105","0","72125"
"PR","San Juan Municipio","342259","231","395326","29","434374","3170","72127"
"PR","San Lorenzo Municipio","37693","0","41058","0","40997","0","72129"
"PR","San Sebastián Municipio","39345","0","42430","0","44204","0","72131"
"PR","Santa Isabel Municipio","20281","0","23274","0","21665","0","72133"
"PR","Toa Alta Municipio","66852","0","74066","0","63929","0","72135"
"PR","Toa Baja Municipio","75293","0","89609","0","94085","0","72137"
"PR","Trujillo Alto Municipio","67740","0","74842","16","75728","0","72139"
"PR","Utuado Municipio","28287","0","33149","0","35336","0","72141"
"PR","Vega Alta Municipio","35395","0","39951","296","37910","421","72143"
"PR","Vega Baja Municipio","54414","0","59662","0","61929","0","72145"
"PR","Vieques Municipio","8249","0","9301","0","9106","0","72147"
"PR","Villalba Municipio","22093","0","26073","0","27913","0","72149"
"PR","Yabucoa Municipio","30426","0","37941","50","39246","51","72151"
"PR","Yauco Municipio","34172","0","42043","0","46384","0","72153"
"FL","Alachua County","278468","1211","247336","1889","217955","1506","12001"
"FL","Baker County","28259","2289","27115","1646","22259","1356","12003"
"FL","Bay County","175216","1744","168852","1900","148217","1563","12005"
"FL","Bradford County","28303","4010","28520","4219","26088","3805","12007"
"FL","Brevard County","606612","1054","543376","2625","476230","2431","12009"
"FL","Broward County","1944375","3282","1748066","6390","1623018","6510","12011"
"FL","Calhoun County","13648","1562","14625","1665","13017","1458","12013"
"FL","Charlotte County","186847","1871","159978","1603","141627","1103","12015"
"FL","Citrus County","153843","629","141236","521","118085","268","12017"
"FL","Clay County","218245","427","190865","468","140814","245","12019"
"FL","Collier County","375752","585","321520","897","251377","667","12021"
"FL","Columbia County","69698","2788","67531","2866","56513","2079","12023"
"FL","DeSoto County","33976","2482","34862","2736","32209","1601","12027"
"FL","Dixie County","16759","1823","16422","1368","13827","1028","12029"
"FL","Duval County","995567","3533","864263","4629","778879","2908","12031"
"FL","Escambia County","321905","3282","297619","3936","294410","7618","12033"
"FL","Flagler County","115378","154","95696","302","49832","55","12035"
"FL","Franklin County","12451","1287","11549","1761","11057","1566","12037"
"FL","Gadsden County","43826","991","46389","1287","45087","1228","12039"
"FL","Gilchrist County","17864","818","16939","30","14437","1136","12041"
"FL","Glades County","12126","1640","12884","1481","10576","715","12043"
"FL","Gulf County","14192","1129","15863","3328","13332","1229","12045"
"FL","Hamilton County","14004","2323","14799","2937","13327","2356","12047"
"FL","Hardee County","25327","1672","27731","1616","26938","1255","12049"
"FL","Hendry County","39619","218","39140","1436","36210","1254","12051"
"FL","Hernando County","194515","1097","172778","948","130802","771","12053"
"FL","Highlands County","101235","365","98786","388","87366","290","12055"
"FL","Hillsborough County","1459762","2959","1229226","3552","998948","3158","12057"
"FL","Holmes County","19653","1619","19927","1464","18564","1435","12059"
"FL","Indian River County","159788","490","138028","480","112947","718","12061"
"FL","Jackson County","47319","5482","49746","7066","46755","4854","12063"
"FL","Jefferson County","14510","888","14761","1201","12902","782","12065"
"FL","Lafayette County","8226","1406","8870","2036","7022","1231","12067"
"FL","Lake County","383956","1734","297052","2033","210528","1522","12069"
"FL","Lee County","760822","1484","618754","1864","440888","1195","12071"
"FL","Leon County","292198","1944","275487","2064","239452","2547","12073"
"FL","Levy County","42915","132","40801","424","34450","370","12075"
"FL","Liberty County","7974","1785","8365","1763","7021","1337","12077"
"FL","Madison County","17968","1366","19224","1524","18733","1410","12079"
"FL","Manatee County","399710","1943","322833","1174","264002","1274","12081"
"FL","Marion County","375908","6636","331298","6146","258916","3780","12083"
"FL","Martin County","158431","2343","146318","2327","126731","1699","12085"
"FL","Miami-Dade County","2701767","11692","2496435","12127","2253362","15684","12086"
"FL","Monroe County","82874","294","73090","488","79589","567","12087"
"FL","Nassau County","90352","257","73314","196","57663","178","12089"
"FL","Okaloosa County","211668","1715","180822","1834","170498","2422","12091"
"FL","Okeechobee County","39644","2208","39996","1935","35910","1482","12093"
"FL","Orange County","1429908","4685","1145956","6031","896344","6307","12095"
"FL","Osceola County","388656","790","268685","1441","172493","903","12097"
"FL","Palm Beach County","1492191","4028","1320134","6055","1131184","4718","12099"
"FL","Pasco County","561891","1991","464697","1898","344765","542","12101"
"FL","Pinellas County","959107","2871","916542","3809","921482","3503","12103"
"FL","Polk County","725046","5393","602095","5463","483924","4717","12105"
"FL","Putnam County","73321","747","74364","760","70423","618","12107"
"FL","St. Johns County","273425","439","190039","467","123135","347","12109"
"FL","St. Lucie County","329226","1196","277789","1591","192695","780","12111"
"FL","Santa Rosa County","188000","5520","151372","3351","117743","1639","12113"
"FL","Sarasota County","434006","830","379448","837","325957","763","12115"
"FL","Seminole County","470856","770","422718","757","365196","1216","12117"
"FL","Sumter County","129752","8104","93420","8606","53345","5958","12119"
"FL","Suwannee County","43474","2116","41551","998","34844","140","12121"
"FL","Taylor County","21796","2353","22570","3141","19256","1107","12123"
"FL","Union County","16147","4755","15535","4754","13442","4061","12125"
"FL","Volusia County","553543","2916","494593","3133","443343","2616","12127"
"FL","Wakulla County","33764","3264","30776","3406","22863","1024","12129"
"FL","Walton County","75305","1835","55043","1760","40601","1435","12131"
"FL","Washington County","25318","2087","24896","2625","20973","1108","12133"
"KS","Allen County","12526","28","13371","30","14385","20","20001"
"KS","Anderson County","7836","15","8102","19","8110","13","20003"
"KS","Atchison County","16348","39","16924","36","16774","17","20005"
"KS","Barber County","4228","0","4861","0","5307","0","20007"
"KS","Barton County","25493","70","27674","65","28205","43","20009"
"KS","Bourbon County","14360","35","15173","42","15379","23","20011"
"KS","Brown County","9508","0","9984","14","10724","9","20013"
"KS","Butler County","67380","1649","65880","1379","59482","1059","20015"
"KS","Chase County","2572","143","2790","106","3030","70","20017"
"KS","Chautauqua County","3379","0","3669","0","4359","6","20019"
"KS","Cherokee County","19362","0","21603","0","22605","14","20021"
"KS","Cheyenne County","2616","0","2726","0","3165","0","20023"
"KS","Clark County","1991","0","2215","0","2390","0","20025"
"KS","Clay County","8117","67","8535","17","8822","23","20027"
"KS","Cloud County","9032","75","9533","14","10268","7","20029"
"KS","Coffey County","8360","2","8601","6","8865","12","20031"
"KS","Comanche County","1689","0","1891","0","1967","0","20033"
"KS","Cowley County","34549","674","36311","665","36291","597","20035"
"KS","Crawford County","38972","29","39134","93","38242","77","20037"
"KS","Decatur County","2764","6","2961","2","3472","4","20039"
"KS","Dickinson County","18402","19","19754","38","19344","13","20041"
"KS","Doniphan County","7510","18","7945","9","8249","7","20043"
"KS","Douglas County","118785","144","110826","141","99962","94","20045"
"KS","Edwards County","2907","0","3037","5","3449","3","20047"
"KS","Elk County","2483","1","2882","6","3261","7","20049"
"KS","Ellis County","28934","31","28452","35","27507","25","20051"
"KS","Ellsworth County","6376","882","6497","840","6525","624","20053"
"KS","Finney County","38470","78","36776","135","40523","65","20055"
"KS","Ford County","34287","97","33848","101","32458","72","20057"
"KS","Franklin County","25996","44","25992","40","24784","45","20059"
"KS","Geary County","36739","81","34362","87","27947","41","20061"
"KS","Gove County","2718","0","2695","0","3068","0","20063"
"KS","Graham County","2415","0","2597","0","2946","0","20065"
"KS","Grant County","7352","19","7829","22","7909","6","20067"
"KS","Gray County","5653","0","6006","0","5904","0","20069"
"KS","Greeley County","1284","0","1247","0","1534","0","20071"
"KS","Greenwood County","6016","26","6689","26","7673","18","20073"
"KS","Hamilton County","2518","0","2690","0","2670","2","20075"
"KS","Harper County","5485","12","6034","0","6536","11","20077"
"KS","Harvey County","34024","88","34684","102","32869","82","20079"
"KS","Haskell County","3780","7","4256","3","4307","3","20081"
"KS","Hodgeman County","1723","0","1916","0","2085","1","20083"
"KS","Jackson County","13232","61","13462","51","12657","70","20085"
"KS","Jefferson County","18368","34","19126","16","18426","48","20087"
"KS","Jewell County","2932","5","3077","2","3791","2","20089"
"KS","Johnson County","609863","882","544179","1074","451086","147","20091"
"KS","Kearny County","3983","5","3977","6","4531","8","20093"
"KS","Kingman County","7470","10","7858","6","8673","6","20095"
"KS","Kiowa County","2460","0","2553","0","3278","4","20097"
"KS","Labette County","20184","31","21607","48","22835","243","20099"
"KS","Lane County","1574","0","1750","3","2155","4","20101"
"KS","Leavenworth County","81881","5015","76227","5622","68691","5465","20103"
"KS","Lincoln County","2939","7","3241","1","3578","0","20105"
"KS","Linn County","9591","0","9656","28","9570","10","20107"
"KS","Logan County","2762","0","2756","0","3046","0","20109"
"KS","Lyon County","32179","83","33690","111","35935","122","20111"
"KS","McPherson County","30223","0","29180","0","29554","0","20113"
"KS","Marion County","11823","0","12660","9","13361","6","20115"
"KS","Marshall County","10038","9","10117","18","10965","12","20117"
"KS","Meade County","4055","36","4575","49","4631","31","20119"
"KS","Miami County","34191","0","32787","0","28351","105","20121"
"KS","Mitchell County","5796","0","6373","12","6932","7","20123"
"KS","Montgomery County","31486","45","35471","126","36252","80","20125"
"KS","Morris County","5386","7","5923","4","6104","4","20127"
"KS","Morton County","2701","15","3233","9","3496","5","20129"
"KS","Nemaha County","10273","9","10178","6","10717","9","20131"
"KS","Neosho County","15904","33","16512","31","16997","34","20133"
"KS","Ness County","2687","20","3107","3","3454","1","20135"
"KS","Norton County","5459","862","5671","735","5953","694","20137"
"KS","Osage County","15766","0","16295","17","16712","8","20139"
"KS","Osborne County","3500","8","3858","5","4452","3","20141"
"KS","Ottawa County","5735","57","6091","40","6163","58","20143"
"KS","Pawnee County","6253","624","6973","375","7233","349","20145"
"KS","Phillips County","4981","3","5642","11","6001","4","20147"
"KS","Pottawatomie County","25348","24","21604","13","18209","5","20149"
"KS","Pratt County","9157","8","9656","13","9647","35","20151"
"KS","Rawlins County","2561","0","2519","0","2966","1","20153"
"KS","Reno County","61898","1668","64511","1918","64790","2104","20155"
"KS","Republic County","4674","0","4980","0","5835","7","20157"
"KS","Rice County","9427","19","10083","47","10761","26","20159"
"KS","Riley County","71959","65","71115","95","62843","31","20161"
